name,status,termination,objective_value
ObjectiveFile_VaryingCost_0802022_355.csv,ok,optimal,13621549.000943718
ObjectiveFile_VaryingCost_0802022_26.csv,ok,optimal,15547943.200236011
ObjectiveFile_VaryingCost_0802022_61.csv,ok,optimal,15327975.681347739
ObjectiveFile_VaryingCost_0802022_258.csv,ok,optimal,14158406.610224413
ObjectiveFile_VaryingCost_0802022_354.csv,ok,optimal,13629854.369364774
ObjectiveFile_VaryingCost_0802022_325.csv,ok,optimal,13884033.780593606
ObjectiveFile_VaryingCost_0802022_378.csv,ok,optimal,13446890.177687801
ObjectiveFile_VaryingCost_0802022_267.csv,ok,optimal,14098658.29443494
ObjectiveFile_VaryingCost_0802022_180.csv,ok,optimal,14642050.2171729
ObjectiveFile_VaryingCost_0802022_282.csv,ok,optimal,13999077.76811915
ObjectiveFile_VaryingCost_0802022_169.csv,ok,optimal,14715075.936471146
ObjectiveFile_VaryingCost_0802022_156.csv,ok,optimal,14801379.059278162
ObjectiveFile_VaryingCost_0802022_347.csv,ok,optimal,13689093.45310822
ObjectiveFile_VaryingCost_0802022_370.csv,ok,optimal,13499999.791722888
ObjectiveFile_VaryingCost_0802022_47.csv,ok,optimal,15413380.839242477
ObjectiveFile_VaryingCost_0802022_117.csv,ok,optimal,15115324.595930124
ObjectiveFile_VaryingCost_0802022_10.csv,ok,optimal,15718758.428306185
ObjectiveFile_VaryingCost_0802022_192.csv,ok,optimal,14562385.79612027
ObjectiveFile_VaryingCost_0802022_125.csv,ok,optimal,15044437.204117255
ObjectiveFile_VaryingCost_0802022_247.csv,ok,optimal,14231432.32952266
ObjectiveFile_VaryingCost_0802022_297.csv,ok,optimal,13899497.241803361
ObjectiveFile_VaryingCost_0802022_165.csv,ok,optimal,14741630.74348869
ObjectiveFile_VaryingCost_0802022_144.csv,ok,optimal,14885319.981966509
ObjectiveFile_VaryingCost_0802022_287.csv,ok,optimal,13965884.259347223
ObjectiveFile_VaryingCost_0802022_166.csv,ok,optimal,14734992.041734304
ObjectiveFile_VaryingCost_0802022_246.csv,ok,optimal,14238071.031277047
ObjectiveFile_VaryingCost_0802022_225.csv,ok,optimal,14377483.76811915
ObjectiveFile_VaryingCost_0802022_383.csv,ok,optimal,13413696.668915873
ObjectiveFile_VaryingCost_0802022_18.csv,ok,optimal,15633350.8142711
ObjectiveFile_VaryingCost_0802022_161.csv,ok,optimal,14768185.550506232
ObjectiveFile_VaryingCost_0802022_93.csv,ok,optimal,15132763.891874056
ObjectiveFile_VaryingCost_0802022_13.csv,ok,optimal,15686730.573043026
ObjectiveFile_VaryingCost_0802022_216.csv,ok,optimal,14437232.083908627
ObjectiveFile_VaryingCost_0802022_34.csv,ok,optimal,15492685.62871616
ObjectiveFile_VaryingCost_0802022_107.csv,ok,optimal,15203933.835696204
ObjectiveFile_VaryingCost_0802022_65.csv,ok,optimal,15303574.207663529
ObjectiveFile_VaryingCost_0802022_1.csv,ok,optimal,15851385.48810181
ObjectiveFile_VaryingCost_0802022_44.csv,ok,optimal,15431681.944505636
ObjectiveFile_VaryingCost_0802022_342.csv,ok,optimal,13733398.072991263
ObjectiveFile_VaryingCost_0802022_174.csv,ok,optimal,14681882.427699218
ObjectiveFile_VaryingCost_0802022_55.csv,ok,optimal,15364577.891874056
ObjectiveFile_VaryingCost_0802022_143.csv,ok,optimal,14893625.35038756
ObjectiveFile_VaryingCost_0802022_31.csv,ok,optimal,15510986.733979318
ObjectiveFile_VaryingCost_0802022_198.csv,ok,optimal,14522553.585593952
ObjectiveFile_VaryingCost_0802022_89.csv,ok,optimal,15157165.365558267
ObjectiveFile_VaryingCost_0802022_184.csv,ok,optimal,14615495.410155356
ObjectiveFile_VaryingCost_0802022_185.csv,ok,optimal,14608856.70840097
ObjectiveFile_VaryingCost_0802022_19.csv,ok,optimal,15622674.862516709
ObjectiveFile_VaryingCost_0802022_382.csv,ok,optimal,13420335.370670257
ObjectiveFile_VaryingCost_0802022_190.csv,ok,optimal,14575663.199629039
ObjectiveFile_VaryingCost_0802022_351.csv,ok,optimal,13654770.474627929
ObjectiveFile_VaryingCost_0802022_252.csv,ok,optimal,14198238.82075073
ObjectiveFile_VaryingCost_0802022_278.csv,ok,optimal,14025632.575136695
ObjectiveFile_VaryingCost_0802022_71.csv,ok,optimal,15266971.997137215
ObjectiveFile_VaryingCost_0802022_81.csv,ok,optimal,15205968.312926687
ObjectiveFile_VaryingCost_0802022_74.csv,ok,optimal,15248670.891874056
ObjectiveFile_VaryingCost_0802022_151.csv,ok,optimal,14834572.568050094
ObjectiveFile_VaryingCost_0802022_51.csv,ok,optimal,15388979.365558267
ObjectiveFile_VaryingCost_0802022_253.csv,ok,optimal,14191600.118996346
ObjectiveFile_VaryingCost_0802022_138.csv,ok,optimal,14935152.192492822
ObjectiveFile_VaryingCost_0802022_269.csv,ok,optimal,14085380.890926171
ObjectiveFile_VaryingCost_0802022_219.csv,ok,optimal,14417315.978645468
ObjectiveFile_VaryingCost_0802022_77.csv,ok,optimal,15230369.786610898
ObjectiveFile_VaryingCost_0802022_317.csv,ok,optimal,13954921.17240647
ObjectiveFile_VaryingCost_0802022_35.csv,ok,optimal,15486585.260295108
ObjectiveFile_VaryingCost_0802022_336.csv,ok,optimal,13786563.61685091
ObjectiveFile_VaryingCost_0802022_337.csv,ok,optimal,13777702.692874303
ObjectiveFile_VaryingCost_0802022_262.csv,ok,optimal,14131851.80320687
ObjectiveFile_VaryingCost_0802022_208.csv,ok,optimal,14493756.888620567
ObjectiveFile_VaryingCost_0802022_295.csv,ok,optimal,13912774.645312136
ObjectiveFile_VaryingCost_0802022_43.csv,ok,optimal,15437782.312926687
ObjectiveFile_VaryingCost_0802022_155.csv,ok,optimal,14808017.76103255
ObjectiveFile_VaryingCost_0802022_308.csv,ok,optimal,14034669.488195943
ObjectiveFile_VaryingCost_0802022_226.csv,ok,optimal,14370845.066364767
ObjectiveFile_VaryingCost_0802022_128.csv,ok,optimal,15018205.87670335
ObjectiveFile_VaryingCost_0802022_40.csv,ok,optimal,15456083.418189846
ObjectiveFile_VaryingCost_0802022_243.csv,ok,optimal,14257987.136540202
ObjectiveFile_VaryingCost_0802022_380.csv,ok,optimal,13433612.774179032
ObjectiveFile_VaryingCost_0802022_32.csv,ok,optimal,15504886.365558267
ObjectiveFile_VaryingCost_0802022_163.csv,ok,optimal,14754908.146997463
ObjectiveFile_VaryingCost_0802022_41.csv,ok,optimal,15449983.049768794
ObjectiveFile_VaryingCost_0802022_255.csv,ok,optimal,14178322.715487571
ObjectiveFile_VaryingCost_0802022_313.csv,ok,optimal,13990364.868312903
ObjectiveFile_VaryingCost_0802022_360.csv,ok,optimal,13580022.158838456
ObjectiveFile_VaryingCost_0802022_231.csv,ok,optimal,14337651.557592837
ObjectiveFile_VaryingCost_0802022_284.csv,ok,optimal,13985800.364610381
